variant,term,coef,se,statistic,df,p_value,imputations,mean_nobs,mean_countries
no_outcome_pmm,compulsory_health_financing_gdp_pc,-0.11256364736276388,0.2112857026130859,-0.5327556288505453,223.76699015549136,0.5947314117737577,30,608.0,37.0
no_outcome_pmm,government_health_expenditure_gdp_pc,-0.09400458377469331,0.3230964748824826,-0.2909489613245854,541.4971621382045,0.7712017588035596,30,608.0,37.0
no_outcome_pmm,log_gdp_per_capita,-4.1171210647590435,2.026673600746714,-2.0314672590801592,16825.64782768019,0.042223301240155386,30,608.0,37.0
no_outcome_pmm,poverty_or_social_exclusion_pc,-0.030827230439541716,0.04919699335453436,-0.6266080168230534,173.187441084455,0.5317412919593152,30,608.0,37.0
no_outcome_pmm,unemployment_rate_pc,0.03144568026863845,0.07218076289594645,0.43565181368295547,1942.6698734120912,0.6631377718601783,30,608.0,37.0
