imputation,variant,term,coef,se,p_value,nobs,countries
1,baseline_m50,log_gdp_per_capita,-1.7961434094200999,1.794797887576647,0.31694784323249514,608,37
1,baseline_m50,unemployment_rate_pc,-0.0037705269820164436,0.03137548604666048,0.90434507813413,608,37
1,baseline_m50,poverty_or_social_exclusion_pc,-0.02372077762545124,0.010446269970284916,0.023162637652255832,608,37
1,baseline_m50,government_health_expenditure_gdp_pc,-0.07102859783336515,0.049999436357449044,0.15543657760197374,608,37
1,baseline_m50,compulsory_health_financing_gdp_pc,0.09017598538831971,0.053737378289012844,0.09333015445980841,608,37
2,baseline_m50,log_gdp_per_capita,-1.5927849290721663,1.397973680599046,0.2545561231502287,608,37
2,baseline_m50,unemployment_rate_pc,-0.018659166470179525,0.03219272010924767,0.5621788219027508,608,37
2,baseline_m50,poverty_or_social_exclusion_pc,-0.02671702525468535,0.008952126071982551,0.0028410391723726986,608,37
2,baseline_m50,government_health_expenditure_gdp_pc,-0.05514629558740103,0.06754819268212242,0.41427181069493724,608,37
2,baseline_m50,compulsory_health_financing_gdp_pc,0.013478964440692118,0.0367584212730058,0.7138498821354984,608,37
3,baseline_m50,log_gdp_per_capita,-2.695589598950578,0.8545509498318508,0.0016083230148172226,608,37
3,baseline_m50,unemployment_rate_pc,-0.002165600856576376,0.04477435737975345,0.9614237673609071,608,37
3,baseline_m50,poverty_or_social_exclusion_pc,-0.02306191652479066,0.013270733876572564,0.08224559322809864,608,37
3,baseline_m50,government_health_expenditure_gdp_pc,0.0017852429661933782,0.09156739318091861,0.9844450353376861,608,37
3,baseline_m50,compulsory_health_financing_gdp_pc,0.037125556616076485,0.041351903973779774,0.3692945414850758,608,37
4,baseline_m50,log_gdp_per_capita,-2.707826581767469,1.2580638417003522,0.03136774222502951,608,37
4,baseline_m50,unemployment_rate_pc,-0.0021052501141121116,0.03954177176652085,0.9575397547818039,608,37
4,baseline_m50,poverty_or_social_exclusion_pc,-0.01657073715998669,0.010263366189291618,0.1064077736252629,608,37
4,baseline_m50,government_health_expenditure_gdp_pc,-0.05725682965830833,0.04520702412512613,0.20531724346263192,608,37
4,baseline_m50,compulsory_health_financing_gdp_pc,0.05007021272498646,0.051833912084681376,0.334057178446589,608,37
5,baseline_m50,log_gdp_per_capita,-3.0795463515071697,2.306560819596921,0.1818355324445322,608,37
5,baseline_m50,unemployment_rate_pc,-0.0019473000994310007,0.03695010031149811,0.9579702961512844,608,37
5,baseline_m50,poverty_or_social_exclusion_pc,-0.012388279728953124,0.00990845827214659,0.21119976867380252,608,37
5,baseline_m50,government_health_expenditure_gdp_pc,-0.14480180632706308,0.03990281541732321,0.0002846734744099259,608,37
5,baseline_m50,compulsory_health_financing_gdp_pc,0.038413087230357634,0.03734721830854452,0.30369614554055346,608,37
6,baseline_m50,log_gdp_per_capita,-1.7926651106194536,1.3333902603362522,0.17880568365385463,608,37
6,baseline_m50,unemployment_rate_pc,-0.008325332891391049,0.03781379047450435,0.8257414240297698,608,37
6,baseline_m50,poverty_or_social_exclusion_pc,-0.022899934032721378,0.010540561250478175,0.029813933193818892,608,37
6,baseline_m50,government_health_expenditure_gdp_pc,-0.1319891027272443,0.04846583233232853,0.006462485306886523,608,37
6,baseline_m50,compulsory_health_financing_gdp_pc,0.09264002890387724,0.05051398236915988,0.06666167827160979,608,37
7,baseline_m50,log_gdp_per_capita,-2.9356231141426474,1.2636657217540068,0.02017372675736979,608,37
7,baseline_m50,unemployment_rate_pc,0.005106904456351077,0.030069319111172776,0.8651377653249102,608,37
7,baseline_m50,poverty_or_social_exclusion_pc,-0.012465970103281028,0.008102018089906557,0.12389579568179601,608,37
7,baseline_m50,government_health_expenditure_gdp_pc,-0.06488391813348288,0.0508581885768676,0.2020328940113475,608,37
7,baseline_m50,compulsory_health_financing_gdp_pc,-0.004224466019374512,0.049602193694150296,0.9321286897030494,608,37
8,baseline_m50,log_gdp_per_capita,-2.2001223524378686,1.3233546770199538,0.09640572056090475,608,37
8,baseline_m50,unemployment_rate_pc,0.019774494891039347,0.031715291459756614,0.5329557813258079,608,37
8,baseline_m50,poverty_or_social_exclusion_pc,-0.018130486684106578,0.010179854061104941,0.07490977719168423,608,37
8,baseline_m50,government_health_expenditure_gdp_pc,0.06382691094855303,0.07187591878757103,0.37453255603648217,608,37
8,baseline_m50,compulsory_health_financing_gdp_pc,0.04586744564989989,0.035663393166536106,0.19840077000540002,608,37
9,baseline_m50,log_gdp_per_capita,-2.379592774397016,1.363224492981424,0.08088710268158873,608,37
9,baseline_m50,unemployment_rate_pc,0.0015141112113572844,0.018984627539493263,0.9364324400750245,608,37
9,baseline_m50,poverty_or_social_exclusion_pc,-0.0197096046897698,0.008472122502079092,0.019996851090834596,608,37
9,baseline_m50,government_health_expenditure_gdp_pc,-0.02771159043970347,0.04462488248017854,0.5346064288487111,608,37
9,baseline_m50,compulsory_health_financing_gdp_pc,0.04850676129505527,0.03799980283784239,0.20177870620768035,608,37
10,baseline_m50,log_gdp_per_capita,-2.8655448264977297,1.8983960933903146,0.13118236503867564,608,37
10,baseline_m50,unemployment_rate_pc,0.031023945055213803,0.027198248486903897,0.2540115770124173,608,37
10,baseline_m50,poverty_or_social_exclusion_pc,-0.018027816953651184,0.008128681334994836,0.026568241454173143,608,37
10,baseline_m50,government_health_expenditure_gdp_pc,-0.12868671779881047,0.04436160923963705,0.003721427767200849,608,37
10,baseline_m50,compulsory_health_financing_gdp_pc,0.014088506786400945,0.03027893685261797,0.6417233159756371,608,37
11,baseline_m50,log_gdp_per_capita,-1.22212039866267,1.3927910500597658,0.380236070440805,608,37
11,baseline_m50,unemployment_rate_pc,0.019327805862515406,0.03511377788043952,0.5820219555204587,608,37
11,baseline_m50,poverty_or_social_exclusion_pc,-0.017448750920793385,0.008340346860909325,0.03643052283711643,608,37
11,baseline_m50,government_health_expenditure_gdp_pc,0.06524969063778753,0.09759865742722915,0.5037818692098948,608,37
11,baseline_m50,compulsory_health_financing_gdp_pc,0.04585533169315072,0.05013437822058647,0.3603762111234028,608,37
12,baseline_m50,log_gdp_per_capita,-1.827993741566822,1.447577850662905,0.20666294412542152,608,37
12,baseline_m50,unemployment_rate_pc,0.0035919665741887576,0.032604177978770715,0.9122754226414236,608,37
12,baseline_m50,poverty_or_social_exclusion_pc,-0.0276397301673827,0.010300080114482892,0.007286728937826081,608,37
12,baseline_m50,government_health_expenditure_gdp_pc,-0.0676244648663571,0.030892203001598912,0.028593469835255424,608,37
12,baseline_m50,compulsory_health_financing_gdp_pc,0.013824118099565158,0.027143602391747283,0.6105450200898761,608,37
13,baseline_m50,log_gdp_per_capita,-1.9514695730154172,1.3185703075801254,0.13887617780029612,608,37
13,baseline_m50,unemployment_rate_pc,0.03455437601188391,0.028751304712901188,0.22942676509726112,608,37
13,baseline_m50,poverty_or_social_exclusion_pc,-0.020015751813479768,0.010814723443979933,0.06420017201900337,608,37
13,baseline_m50,government_health_expenditure_gdp_pc,0.032137565065717466,0.08901616355526581,0.7180765206556784,608,37
13,baseline_m50,compulsory_health_financing_gdp_pc,0.07541000310725018,0.04057179318404051,0.06307243115795673,608,37
14,baseline_m50,log_gdp_per_capita,-2.7380957031254933,1.4586625162266993,0.0605006041677237,608,37
14,baseline_m50,unemployment_rate_pc,-0.007607984637807194,0.03179929740946323,0.8109116671742606,608,37
14,baseline_m50,poverty_or_social_exclusion_pc,-0.013116162746895877,0.009991686577689432,0.18928150110267117,608,37
14,baseline_m50,government_health_expenditure_gdp_pc,0.003667472613585153,0.048305277819052396,0.9394805064511413,608,37
14,baseline_m50,compulsory_health_financing_gdp_pc,0.03336414581563214,0.04912046629144224,0.4969914774393154,608,37
15,baseline_m50,log_gdp_per_capita,-1.4727555440325424,1.9269006573792433,0.4446806406452165,608,37
15,baseline_m50,unemployment_rate_pc,-0.008081754369906748,0.028865225836605817,0.7794910300932074,608,37
15,baseline_m50,poverty_or_social_exclusion_pc,-0.01980093286086637,0.011367715401755083,0.08153349726798079,608,37
15,baseline_m50,government_health_expenditure_gdp_pc,0.09405282291434769,0.11262807740816884,0.40367582572662364,608,37
15,baseline_m50,compulsory_health_financing_gdp_pc,0.054828717535213206,0.03517599384300559,0.1190681023456778,608,37
16,baseline_m50,log_gdp_per_capita,-2.1774690946816064,1.007959371137593,0.03075141289389903,608,37
16,baseline_m50,unemployment_rate_pc,0.0421175804624319,0.020932621760472666,0.04421416883534615,608,37
16,baseline_m50,poverty_or_social_exclusion_pc,-0.029291046169730627,0.013178470668693012,0.026239828048383252,608,37
16,baseline_m50,government_health_expenditure_gdp_pc,0.012578035478008882,0.10600807429000032,0.9055513244984467,608,37
16,baseline_m50,compulsory_health_financing_gdp_pc,-0.05386836140932612,0.03204183706059629,0.09272634638017901,608,37
17,baseline_m50,log_gdp_per_capita,-2.103558086796319,2.094701064643102,0.3152685848422824,608,37
17,baseline_m50,unemployment_rate_pc,0.021166288455238436,0.02976670920168946,0.4770393075211431,608,37
17,baseline_m50,poverty_or_social_exclusion_pc,-0.01820024165126275,0.014041179139166811,0.19490498894688513,608,37
17,baseline_m50,government_health_expenditure_gdp_pc,0.0038818991412205763,0.04009448504209896,0.9228703094246832,608,37
17,baseline_m50,compulsory_health_financing_gdp_pc,0.04134542577343894,0.043937567239764753,0.3467028180846775,608,37
18,baseline_m50,log_gdp_per_capita,-2.072013171025705,0.7633082821103507,0.006637252965647344,608,37
18,baseline_m50,unemployment_rate_pc,0.053094779300778036,0.037660304226793964,0.15858868932230608,608,37
18,baseline_m50,poverty_or_social_exclusion_pc,-0.01528649181122085,0.009540103399781922,0.10908038632395944,608,37
18,baseline_m50,government_health_expenditure_gdp_pc,-0.01299444981656677,0.04981790069643126,0.7942166920696392,608,37
18,baseline_m50,compulsory_health_financing_gdp_pc,0.04301805176630419,0.0350650876483095,0.21989560256610308,608,37
