imputation,variant,term,coef,se,p_value,nobs,countries
1,baseline_pmm,log_gdp_per_capita,-3.751339200866316,2.0859485493418237,0.07211597115140513,608,37
1,baseline_pmm,unemployment_rate_pc,-0.005553840575187222,0.0632783051373899,0.9300606914242815,608,37
1,baseline_pmm,poverty_or_social_exclusion_pc,0.03964923760833175,0.052415072152903426,0.4493810830674062,608,37
1,baseline_pmm,government_health_expenditure_gdp_pc,-0.13434336500585556,0.23982145549079031,0.5753561496206645,608,37
1,baseline_pmm,compulsory_health_financing_gdp_pc,-0.31424589451457136,0.18098833682968232,0.08251486017744127,608,37
2,baseline_pmm,log_gdp_per_capita,-4.548045955983312,2.152488141746851,0.034607189735161775,608,37
2,baseline_pmm,unemployment_rate_pc,-0.009508805564162576,0.07561425692336422,0.8999265474737798,608,37
2,baseline_pmm,poverty_or_social_exclusion_pc,-0.007743886759642334,0.03799110421031925,0.8384830573682114,608,37
2,baseline_pmm,government_health_expenditure_gdp_pc,0.07389642998156587,0.2449286740437437,0.762876257935283,608,37
2,baseline_pmm,compulsory_health_financing_gdp_pc,-0.3035809281069875,0.16318307528135748,0.06283316978841239,608,37
3,baseline_pmm,log_gdp_per_capita,-3.6867635355086463,2.0396704746612677,0.07067983707209836,608,37
3,baseline_pmm,unemployment_rate_pc,0.016070819519983723,0.069952248592901,0.8182939225066924,608,37
3,baseline_pmm,poverty_or_social_exclusion_pc,0.01431201347357225,0.04034235341530871,0.722766422358029,608,37
3,baseline_pmm,government_health_expenditure_gdp_pc,-0.11876684459409109,0.23284364124715573,0.6100015537856998,608,37
3,baseline_pmm,compulsory_health_financing_gdp_pc,-0.21395455505207875,0.16374913378998215,0.1913487277005086,608,37
4,baseline_pmm,log_gdp_per_capita,-2.6304835517201344,2.326398503902457,0.25817689964574797,608,37
4,baseline_pmm,unemployment_rate_pc,0.03636084041679669,0.06916980285082265,0.5991139934670495,608,37
4,baseline_pmm,poverty_or_social_exclusion_pc,0.041473040533441086,0.032331896270650015,0.19958725771786656,608,37
4,baseline_pmm,government_health_expenditure_gdp_pc,-0.014875000931215798,0.2982908378327114,0.9602280228597774,608,37
4,baseline_pmm,compulsory_health_financing_gdp_pc,-0.3695147940109749,0.25498455221872107,0.14729139385246803,608,37
5,baseline_pmm,log_gdp_per_capita,-4.125828893335479,2.0558876943659103,0.04476715643402704,608,37
5,baseline_pmm,unemployment_rate_pc,0.011505651494082378,0.06926091846179837,0.868062200160825,608,37
5,baseline_pmm,poverty_or_social_exclusion_pc,0.005656479350527516,0.0356996284996294,0.8741050153588535,608,37
5,baseline_pmm,government_health_expenditure_gdp_pc,-0.17937206485856522,0.18575687752272457,0.33423029796109505,608,37
5,baseline_pmm,compulsory_health_financing_gdp_pc,-0.2479514587272224,0.1953134674429767,0.20426094406531714,608,37
6,baseline_pmm,log_gdp_per_capita,-3.731315786549375,2.2134123033126203,0.09183908722960528,608,37
6,baseline_pmm,unemployment_rate_pc,0.02717939641698781,0.06477735801289762,0.6747910319829117,608,37
6,baseline_pmm,poverty_or_social_exclusion_pc,0.004394069012136199,0.02829554616128724,0.8765912041580334,608,37
6,baseline_pmm,government_health_expenditure_gdp_pc,0.04984893128658052,0.25209223726118596,0.8432478332100104,608,37
6,baseline_pmm,compulsory_health_financing_gdp_pc,-0.44150985109678675,0.21421566289894237,0.0392979767176862,608,37
7,baseline_pmm,log_gdp_per_capita,-3.6606880363730845,2.20993909925677,0.09762757134259946,608,37
7,baseline_pmm,unemployment_rate_pc,0.0338837124126319,0.06468279089236684,0.6003868267128998,608,37
7,baseline_pmm,poverty_or_social_exclusion_pc,-0.00048529334207892804,0.039918932730403325,0.9903003787645119,608,37
7,baseline_pmm,government_health_expenditure_gdp_pc,0.08496069979906268,0.23581757745406742,0.7186366665933908,608,37
7,baseline_pmm,compulsory_health_financing_gdp_pc,-0.379581479157242,0.18958688601395485,0.04526854729017756,608,37
8,baseline_pmm,log_gdp_per_capita,-3.456300482147652,1.898017607208515,0.06860602239385302,608,37
8,baseline_pmm,unemployment_rate_pc,0.02782504552972423,0.06015568212058483,0.6436865407451997,608,37
8,baseline_pmm,poverty_or_social_exclusion_pc,0.011867493123443146,0.03490776945995533,0.7338813048012883,608,37
8,baseline_pmm,government_health_expenditure_gdp_pc,0.05057459431010079,0.25918600182053564,0.8452922955792294,608,37
8,baseline_pmm,compulsory_health_financing_gdp_pc,-0.42426981654068696,0.23699540415065598,0.07342132840339563,608,37
9,baseline_pmm,log_gdp_per_capita,-3.0743216925441983,1.9510453365816731,0.11508791951932773,608,37
9,baseline_pmm,unemployment_rate_pc,0.006405336494262632,0.07122243004752418,0.9283394564399897,608,37
9,baseline_pmm,poverty_or_social_exclusion_pc,0.04422420527427413,0.03259545775510736,0.17485755889892174,608,37
