term,coef,se,t_stat,p_value,nobs,r2
Intercept,-13.869178222480555,8.864394739346501,-1.564593932275969,0.12816684136032158,33,0.10383808485683765
log_gdp_per_capita,1.466202982447114,0.7886876519304338,1.8590413820456775,0.07285556036781475,33,0.10383808485683765
oop_health_expenditure_share_pc,0.062180015563623195,0.06312503627348122,0.9850293834958946,0.33248778363877934,33,0.10383808485683765
