variant,term,coef,se,statistic,df,p_value,imputations,mean_nobs,mean_countries
baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.3613056693167475,0.2566374304875268,-1.4078447895553874,678.4355921759945,0.15963506395446547,50,608.0,37.0
baseline_pmm_m50,government_health_expenditure_gdp_pc,0.027401248820910357,0.3153448706159276,0.0868929587070517,1119.6502420362128,0.930772133258398,50,608.0,37.0
baseline_pmm_m50,log_gdp_per_capita,-3.7110015082920325,2.0117793071159764,-1.8446364843129874,36373.668644545236,0.06509856130608682,50,608.0,37.0
baseline_pmm_m50,poverty_or_social_exclusion_pc,0.012186332588070503,0.04322094396269536,0.2819543367351881,843.2162234538598,0.7780477090486388,50,608.0,37.0
baseline_pmm_m50,unemployment_rate_pc,0.01864394892583082,0.07118983087408608,0.26189061972638333,5246.49035992556,0.7934160527003413,50,608.0,37.0
