imputation,variant,term,coef,se,p_value,nobs,countries
1,baseline_pmm_m50,log_gdp_per_capita,-3.751339200866316,2.0859485493418237,0.07211597115140513,608,37
1,baseline_pmm_m50,unemployment_rate_pc,-0.005553840575187222,0.0632783051373899,0.9300606914242815,608,37
1,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.03964923760833175,0.052415072152903426,0.4493810830674062,608,37
1,baseline_pmm_m50,government_health_expenditure_gdp_pc,-0.13434336500585556,0.23982145549079031,0.5753561496206645,608,37
1,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.31424589451457136,0.18098833682968232,0.08251486017744127,608,37
2,baseline_pmm_m50,log_gdp_per_capita,-4.548045955983312,2.152488141746851,0.034607189735161775,608,37
2,baseline_pmm_m50,unemployment_rate_pc,-0.009508805564162576,0.07561425692336422,0.8999265474737798,608,37
2,baseline_pmm_m50,poverty_or_social_exclusion_pc,-0.007743886759642334,0.03799110421031925,0.8384830573682114,608,37
2,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.07389642998156587,0.2449286740437437,0.762876257935283,608,37
2,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.3035809281069875,0.16318307528135748,0.06283316978841239,608,37
3,baseline_pmm_m50,log_gdp_per_capita,-3.6867635355086463,2.0396704746612677,0.07067983707209836,608,37
3,baseline_pmm_m50,unemployment_rate_pc,0.016070819519983723,0.069952248592901,0.8182939225066924,608,37
3,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.01431201347357225,0.04034235341530871,0.722766422358029,608,37
3,baseline_pmm_m50,government_health_expenditure_gdp_pc,-0.11876684459409109,0.23284364124715573,0.6100015537856998,608,37
3,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.21395455505207875,0.16374913378998215,0.1913487277005086,608,37
4,baseline_pmm_m50,log_gdp_per_capita,-2.6304835517201344,2.326398503902457,0.25817689964574797,608,37
4,baseline_pmm_m50,unemployment_rate_pc,0.03636084041679669,0.06916980285082265,0.5991139934670495,608,37
4,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.041473040533441086,0.032331896270650015,0.19958725771786656,608,37
4,baseline_pmm_m50,government_health_expenditure_gdp_pc,-0.014875000931215798,0.2982908378327114,0.9602280228597774,608,37
4,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.3695147940109749,0.25498455221872107,0.14729139385246803,608,37
5,baseline_pmm_m50,log_gdp_per_capita,-4.125828893335479,2.0558876943659103,0.04476715643402704,608,37
5,baseline_pmm_m50,unemployment_rate_pc,0.011505651494082378,0.06926091846179837,0.868062200160825,608,37
5,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.005656479350527516,0.0356996284996294,0.8741050153588535,608,37
5,baseline_pmm_m50,government_health_expenditure_gdp_pc,-0.17937206485856522,0.18575687752272457,0.33423029796109505,608,37
5,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.2479514587272224,0.1953134674429767,0.20426094406531714,608,37
6,baseline_pmm_m50,log_gdp_per_capita,-3.731315786549375,2.2134123033126203,0.09183908722960528,608,37
6,baseline_pmm_m50,unemployment_rate_pc,0.02717939641698781,0.06477735801289762,0.6747910319829117,608,37
6,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.004394069012136199,0.02829554616128724,0.8765912041580334,608,37
6,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.04984893128658052,0.25209223726118596,0.8432478332100104,608,37
6,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.44150985109678675,0.21421566289894237,0.0392979767176862,608,37
7,baseline_pmm_m50,log_gdp_per_capita,-3.6606880363730845,2.20993909925677,0.09762757134259946,608,37
7,baseline_pmm_m50,unemployment_rate_pc,0.0338837124126319,0.06468279089236684,0.6003868267128998,608,37
7,baseline_pmm_m50,poverty_or_social_exclusion_pc,-0.00048529334207892804,0.039918932730403325,0.9903003787645119,608,37
7,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.08496069979906268,0.23581757745406742,0.7186366665933908,608,37
7,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.379581479157242,0.18958688601395485,0.04526854729017756,608,37
8,baseline_pmm_m50,log_gdp_per_capita,-3.456300482147652,1.898017607208515,0.06860602239385302,608,37
8,baseline_pmm_m50,unemployment_rate_pc,0.02782504552972423,0.06015568212058483,0.6436865407451997,608,37
8,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.011867493123443146,0.03490776945995533,0.7338813048012883,608,37
8,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.05057459431010079,0.25918600182053564,0.8452922955792294,608,37
8,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.42426981654068696,0.23699540415065598,0.07342132840339563,608,37
9,baseline_pmm_m50,log_gdp_per_capita,-3.0743216925441983,1.9510453365816731,0.11508791951932773,608,37
9,baseline_pmm_m50,unemployment_rate_pc,0.006405336494262632,0.07122243004752418,0.9283394564399897,608,37
9,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.04422420527427413,0.03259545775510736,0.17485755889892174,608,37
9,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.11967124091460316,0.28884964943319574,0.6786523067940176,608,37
9,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.5706629580149969,0.224970500135573,0.011193080781264873,608,37
10,baseline_pmm_m50,log_gdp_per_capita,-4.223021334997274,2.1286362900080973,0.047265951829969725,608,37
10,baseline_pmm_m50,unemployment_rate_pc,-0.010987861467574897,0.07502269459009545,0.883557868929002,608,37
10,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.009840297233137361,0.032702532598431394,0.7634882978256228,608,37
10,baseline_pmm_m50,government_health_expenditure_gdp_pc,-0.02684422202922121,0.19618581451562442,0.8911646985675753,608,37
10,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.2912643059196506,0.14976799687384854,0.051802667404297884,608,37
11,baseline_pmm_m50,log_gdp_per_capita,-4.074910107846543,1.987520674376443,0.04034024494231913,608,37
11,baseline_pmm_m50,unemployment_rate_pc,0.01573101823617829,0.061520591410791824,0.798179946902994,608,37
11,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.010520253124888447,0.03707100533240844,0.7765739538946935,608,37
11,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.05576213802004493,0.23903126683332082,0.8155409860951253,608,37
11,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.4204431496793991,0.19200996925164288,0.028546409283137873,608,37
12,baseline_pmm_m50,log_gdp_per_capita,-3.900576278659422,1.9879081989699603,0.0497448940046392,608,37
12,baseline_pmm_m50,unemployment_rate_pc,0.01960997348670669,0.054600054330250766,0.7194778921491203,608,37
12,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.015127113846222784,0.035215464585763266,0.6675165890097388,608,37
12,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.13524818605651945,0.318991325716319,0.6715752693444907,608,37
12,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.39150377652203405,0.26800834371878046,0.1440732160879582,608,37
13,baseline_pmm_m50,log_gdp_per_capita,-4.2970795715960435,2.073121091850359,0.0381947511237038,608,37
13,baseline_pmm_m50,unemployment_rate_pc,0.00014029752635561638,0.06377986992015275,0.9982448829064353,608,37
13,baseline_pmm_m50,poverty_or_social_exclusion_pc,-0.002205159479995153,0.031705188551577626,0.9445502376472995,608,37
13,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.021877896516374618,0.2968928568769405,0.941257426148149,608,37
13,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.19739182325493476,0.23859604163344558,0.40806391356553595,608,37
14,baseline_pmm_m50,log_gdp_per_capita,-3.6991459033941974,2.07661252861197,0.07485747858508232,608,37
14,baseline_pmm_m50,unemployment_rate_pc,0.02027908719715732,0.05368058762889653,0.705599086600894,608,37
14,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.010081917767925976,0.03382895639270215,0.7656831118801122,608,37
14,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.22240050246622878,0.3766566140903841,0.5548825832954931,608,37
14,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.48849956459112603,0.2246047507265581,0.02963537771242605,608,37
15,baseline_pmm_m50,log_gdp_per_capita,-3.7129689338004437,1.5865353006720357,0.01926824336010137,608,37
15,baseline_pmm_m50,unemployment_rate_pc,0.053325490687861625,0.08028699839752115,0.5065713495106088,608,37
15,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.009239726344943008,0.03232558651411608,0.7750058664714329,608,37
15,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.18525570889534476,0.3539530355226742,0.6007024303254633,608,37
15,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.4081490849137654,0.27053711811428804,0.13138516678569429,608,37
16,baseline_pmm_m50,log_gdp_per_capita,-3.705718127173234,1.8170788005994871,0.04141189941638698,608,37
16,baseline_pmm_m50,unemployment_rate_pc,0.026792030928627898,0.062490658225097494,0.6681149385830824,608,37
16,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.004229888966797574,0.03855275034171662,0.9126338824080935,608,37
16,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.06817039520938864,0.2739420740300328,0.803477066857579,608,37
16,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.4345678360355974,0.19747482319617063,0.027762652856295138,608,37
17,baseline_pmm_m50,log_gdp_per_capita,-3.843516983212056,1.7999184607213372,0.03272966102571043,608,37
17,baseline_pmm_m50,unemployment_rate_pc,0.05117330228890078,0.0702743863097033,0.46649557135657505,608,37
17,baseline_pmm_m50,poverty_or_social_exclusion_pc,-0.013682597678138779,0.030327635350679418,0.6518746710259649,608,37
17,baseline_pmm_m50,government_health_expenditure_gdp_pc,-0.11588052839038196,0.2673661467988198,0.6647132240031132,608,37
17,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.293856776682455,0.2997179450214081,0.32686680888683184,608,37
18,baseline_pmm_m50,log_gdp_per_capita,-3.9816161909477623,1.7635437417575406,0.023962123480365836,608,37
18,baseline_pmm_m50,unemployment_rate_pc,-0.011951332753737623,0.07672636818359702,0.876217745951715,608,37
18,baseline_pmm_m50,poverty_or_social_exclusion_pc,0.018085586023385912,0.037514394685017376,0.6297368725758599,608,37
18,baseline_pmm_m50,government_health_expenditure_gdp_pc,0.238838359602618,0.31200797736539176,0.44398101506522003,608,37
18,baseline_pmm_m50,compulsory_health_financing_gdp_pc,-0.3539107351034445,0.17613464984816604,0.04450329216712931,608,37
