indicator_id,outcome,denominator,baseline_label,baseline_CSI,baseline_theta_IQR,baseline_rule_reason,delta_0_05_label,delta_0_05_CSI,delta_0_05_theta_IQR,delta_0_05_directional_agreement,delta_0_10_label,delta_0_10_CSI,delta_0_10_theta_IQR,delta_0_10_directional_agreement,delta_0_15_label,delta_0_15_CSI,delta_0_15_theta_IQR,delta_0_15_directional_agreement,delta_0_20_label,delta_0_20_CSI,delta_0_20_theta_IQR,delta_0_20_directional_agreement,median_TDI_equal_min,median_TDI_equal_max,median_TDI_support_focused_min,median_TDI_support_focused_max,median_TDI_balance_focused_min,median_TDI_balance_focused_max,csi_delta_label_changed,tdi_weighting_label_changed,tdi_weighting_note
dental_population_combined,Dental population,population,missingness-dependent,0.23105861329251987,0.07689413867074801,complete-case and MAR MI theta differ by 0.365,missingness-dependent,0.0,0.07689413867074801,0.8,missingness-dependent,0.23105861329251987,0.07689413867074801,0.8,missingness-dependent,0.4873724088616799,0.07689413867074801,0.8,missingness-dependent,0.6155293066462599,0.07689413867074801,0.8,0.0,0.39597846302344525,0.0,0.4195711033605435,0.0,0.3400456257982964,False,False,No label change; deterministic labels do not use TDI-weight thresholds.
medical_population_cost,Medical cost,population,missingness-dependent,0.0,0.46608359973185853,complete-case and MAR MI theta differ by 1.037,missingness-dependent,0.0,0.46608359973185853,1.0,missingness-dependent,0.0,0.46608359973185853,1.0,missingness-dependent,0.0,0.46608359973185853,1.0,missingness-dependent,0.0,0.46608359973185853,1.0,0.0,0.39622538071227165,0.0,0.41980603798863436,0.0,0.34022199557602956,False,False,No label change; deterministic labels do not use TDI-weight thresholds.
medical_population_distance,Medical distance,population,missingness-dependent,0.0,0.18680771643740232,complete-case and MAR MI theta differ by 0.225,missingness-dependent,0.0,0.18680771643740232,1.0,missingness-dependent,0.0,0.18680771643740232,1.0,missingness-dependent,0.0,0.18680771643740232,1.0,missingness-dependent,0.06596141781298848,0.18680771643740232,1.0,0.0,0.39622538071227165,0.0,0.41980603798863436,0.0,0.34022199557602956,False,False,No label change; deterministic labels do not use TDI-weight thresholds.
medical_population_combined,Medical population,population,missingness-dependent,0.0,0.10533478130298396,complete-case and MAR MI theta differ by 0.512,missingness-dependent,0.0,0.10533478130298396,0.8,missingness-dependent,0.0,0.10533478130298396,0.8,missingness-dependent,0.2977681246467736,0.10533478130298396,0.8,missingness-dependent,0.47332609348508026,0.10533478130298396,0.8,0.0,0.39622538071227165,0.0,0.41980603798863436,0.0,0.34022199557602956,False,False,No label change; deterministic labels do not use TDI-weight thresholds.
medical_population_waiting,Medical waiting,population,target-dependent,0.5904517032016312,0.040954829679836886,CSI=0.590 and directional agreement=1.000,target-dependent,0.1809034064032623,0.040954829679836886,1.0,target-dependent,0.5904517032016312,0.040954829679836886,1.0,target-dependent,0.7269678021344208,0.040954829679836886,1.0,stable,0.7952258516008156,0.040954829679836886,1.0,0.0,0.39622538071227165,0.0,0.41980603798863436,0.0,0.34022199557602956,True,False,No label change; deterministic labels do not use TDI-weight thresholds.
dental_need_combined,Dental need,same_needs,non-identifiable,,,fewer than 2 feasible estimand families,non-identifiable,,,,non-identifiable,,,,non-identifiable,,,,non-identifiable,,,,0.0,0.2656230966502461,0.0,0.2829739464835619,0.0,0.22570590421391465,False,False,No label change; deterministic labels do not use TDI-weight thresholds.
medical_need_combined,Medical need,same_needs,non-identifiable,,,fewer than 2 feasible estimand families,non-identifiable,,,,non-identifiable,,,,non-identifiable,,,,non-identifiable,,,,0.0,0.2656230966502461,0.0,0.2829739464835619,0.0,0.22570590421391465,False,False,No label change; deterministic labels do not use TDI-weight thresholds.
