variant,term,coef,se,statistic,df,p_value,imputations,mean_nobs,mean_countries
no_outcome,compulsory_health_financing_gdp_pc,0.012211712836549201,0.07279235322809031,0.1677609294795644,94.49942271729829,0.8671298616290923,30,608.0,37.0
no_outcome,government_health_expenditure_gdp_pc,-0.04724837852338646,0.0899977728590821,-0.5249949751241917,110.33910849534759,0.600639976340485,30,608.0,37.0
no_outcome,log_gdp_per_capita,-2.4749328606191106,1.8274598057735738,-1.3543022138161107,408.616681347959,0.17638841437434882,30,608.0,37.0
no_outcome,poverty_or_social_exclusion_pc,-0.019208906990423023,0.013091042484475334,-1.4673321099677787,452.53131537037405,0.14298036365640043,30,608.0,37.0
no_outcome,unemployment_rate_pc,0.004819209778070972,0.03968310719529958,0.12144234962129685,263.3765410062902,0.9034332767941982,30,608.0,37.0
