weight,mean,sd,min,p01,median,p99,max,effective_sample_size
ipw_raw,0.4705972701540272,0.002357836719351697,0.4685007974481659,0.4685007974481659,0.4699530977484352,0.47822218575780007,0.484643938576641,281.99294618438705
ipw_truncated,0.4705557463833129,0.002168896750151227,0.4685007974481659,0.4685007974481659,0.4699530977484352,0.47805046806873397,0.47822218575780007,281.99403029707554
