country,year,citizen_group,unmet_need_pc
IS,2020,NEU_FOR,4.7
IT,2008,NAT,7.9
IT,2009,EU_FOR,10.2
IT,2009,NAT,7.0
IT,2009,NEU_FOR,12.4
IT,2010,EU_FOR,13.8
IT,2010,NAT,7.2
IT,2010,NEU_FOR,14.7
IT,2011,EU_FOR,21.0
IT,2011,NAT,8.9
IT,2011,NEU_FOR,17.0
IT,2012,EU_FOR,14.8
IT,2012,NAT,8.3
IT,2012,NEU_FOR,13.8
IT,2013,EU_FOR,16.3
IT,2013,NAT,9.3
IT,2013,NEU_FOR,17.4
IT,2014,EU_FOR,15.7
IT,2014,NAT,9.6
IT,2014,NEU_FOR,19.1
IT,2015,EU_FOR,15.5
IT,2015,NAT,9.3
IT,2015,NEU_FOR,18.0
IT,2016,EU_FOR,13.9
IT,2016,NAT,8.1
IT,2016,NEU_FOR,11.8
IT,2017,EU_FOR,3.9
IT,2017,NAT,2.1
IT,2017,NEU_FOR,3.2
IT,2018,EU_FOR,3.5
IT,2018,NAT,2.7
IT,2018,NEU_FOR,4.0
IT,2019,EU_FOR,2.3
IT,2019,NAT,2.7
IT,2019,NEU_FOR,3.6
IT,2021,EU_FOR,1.1
IT,2021,NAT,2.2
IT,2021,NEU_FOR,2.2
IT,2022,EU_FOR,0.7
IT,2022,NAT,1.7
IT,2022,NEU_FOR,1.2
IT,2023,EU_FOR,1.6
IT,2023,NAT,1.8
IT,2023,NEU_FOR,2.0
IT,2024,EU_FOR,3.8
IT,2024,NAT,1.8
IT,2024,NEU_FOR,1.6
IT,2025,EU_FOR,2.9
IT,2025,NAT,2.7
IT,2025,NEU_FOR,5.5
LT,2008,NAT,5.8
LT,2009,NAT,4.2
LT,2009,NEU_FOR,1.7
LT,2010,NAT,3.4
LT,2010,NEU_FOR,9.5
LT,2011,NAT,3.6
LT,2011,NEU_FOR,1.5
LT,2012,NAT,4.2
LT,2012,NEU_FOR,1.4
LT,2013,NAT,4.4
LT,2013,NEU_FOR,2.5
LT,2014,NAT,4.4
LT,2014,NEU_FOR,1.7
LT,2015,NAT,4.1
LT,2015,NEU_FOR,14.2
LT,2016,NAT,4.5
LT,2016,NEU_FOR,2.6
LT,2017,NAT,3.8
LT,2017,NEU_FOR,9.4
LT,2018,NAT,3.7
LT,2018,NEU_FOR,3.8
LT,2019,NAT,3.4
LT,2019,NEU_FOR,5.4
LT,2020,NAT,2.1
LT,2020,NEU_FOR,0.8
LT,2021,NAT,1.8
LT,2021,NEU_FOR,3.5
LT,2022,NAT,2.4
LT,2022,NEU_FOR,0.9
LT,2023,NAT,2.2
LT,2023,NEU_FOR,1.5
LT,2024,NAT,2.4
LT,2024,NEU_FOR,0.6
LT,2025,NAT,2.1
LT,2025,NEU_FOR,1.3
LU,2008,NAT,0.5
LU,2009,EU_FOR,0.4
LU,2009,NAT,0.6
LU,2009,NEU_FOR,0.2
LU,2010,EU_FOR,1.3
LU,2010,NAT,0.7
LU,2010,NEU_FOR,1.4
LU,2011,EU_FOR,1.8
LU,2011,NAT,0.4
LU,2011,NEU_FOR,3.0
LU,2012,EU_FOR,1.8
LU,2012,NAT,0.9
LU,2012,NEU_FOR,1.2
LU,2013,EU_FOR,2.2
LU,2013,NAT,1.0
LU,2013,NEU_FOR,3.5
LU,2014,EU_FOR,2.2
LU,2014,NAT,0.6
LU,2014,NEU_FOR,3.3
LU,2015,EU_FOR,1.7
LU,2015,NAT,0.7
LU,2015,NEU_FOR,1.3
LU,2016,EU_FOR,1.8
LU,2016,NAT,0.4
LU,2016,NEU_FOR,2.4
LU,2017,EU_FOR,1.1
LU,2017,NAT,0.4
LU,2017,NEU_FOR,0.4
LU,2018,EU_FOR,0.9
LU,2018,NAT,0.2
LU,2018,NEU_FOR,0.7
LU,2019,EU_FOR,0.5
LU,2019,NAT,0.3
LU,2019,NEU_FOR,0.5
LU,2020,EU_FOR,0.4
LU,2020,NAT,0.3
LU,2020,NEU_FOR,1.1
LU,2021,EU_FOR,2.1
LU,2021,NAT,0.4
LU,2021,NEU_FOR,2.2
LU,2022,EU_FOR,1.1
LU,2022,NAT,0.7
LU,2022,NEU_FOR,0.7
LU,2023,EU_FOR,1.6
LU,2023,NAT,0.8
LU,2023,NEU_FOR,2.7
LU,2024,EU_FOR,2.0
LU,2024,NAT,0.7
LU,2024,NEU_FOR,2.7
LU,2025,EU_FOR,1.7
LU,2025,NAT,0.9
LU,2025,NEU_FOR,3.5
LV,2008,NAT,11.6
LV,2009,EU_FOR,18.2
LV,2009,NAT,12.6
LV,2009,NEU_FOR,19.3
LV,2010,EU_FOR,17.1
LV,2010,NAT,16.5
LV,2010,NEU_FOR,27.0
LV,2011,EU_FOR,15.1
LV,2011,NAT,18.7
LV,2011,NEU_FOR,30.0
LV,2012,EU_FOR,6.4
LV,2012,NAT,16.4
LV,2012,NEU_FOR,25.8
LV,2013,EU_FOR,4.2
LV,2013,NAT,17.2
LV,2013,NEU_FOR,27.7
LV,2014,EU_FOR,8.4
LV,2014,NAT,16.5
LV,2014,NEU_FOR,26.5
LV,2015,EU_FOR,14.8
LV,2015,NAT,12.9
LV,2015,NEU_FOR,19.2
LV,2016,EU_FOR,11.6
LV,2016,NAT,12.3
LV,2016,NEU_FOR,21.5
LV,2017,EU_FOR,5.9
LV,2017,NAT,12.6
LV,2017,NEU_FOR,21.4
LV,2018,EU_FOR,2.3
LV,2018,NAT,12.9
LV,2018,NEU_FOR,21.9
LV,2019,EU_FOR,4.7
LV,2019,NAT,9.8
LV,2019,NEU_FOR,15.0
LV,2020,EU_FOR,1.2
LV,2020,NAT,9.5
LV,2020,NEU_FOR,13.8
LV,2021,EU_FOR,3.9
LV,2021,NAT,7.5
LV,2021,NEU_FOR,13.0
LV,2022,EU_FOR,3.6
LV,2022,NAT,8.9
LV,2022,NEU_FOR,14.7
LV,2023,EU_FOR,19.2
LV,2023,NAT,9.0
LV,2023,NEU_FOR,16.6
LV,2024,EU_FOR,3.4
LV,2024,NAT,9.5
LV,2024,NEU_FOR,14.3
LV,2025,EU_FOR,0.8
LV,2025,NAT,8.3
LV,2025,NEU_FOR,14.0
ME,2013,EU_FOR,14.4
ME,2013,NAT,9.7
ME,2013,NEU_FOR,18.8
ME,2014,EU_FOR,6.7
ME,2014,NAT,6.8
ME,2014,NEU_FOR,15.1
ME,2015,EU_FOR,8.4
ME,2015,NAT,4.8
ME,2015,NEU_FOR,6.4
ME,2016,EU_FOR,6.7
ME,2016,NAT,4.4
ME,2016,NEU_FOR,9.3
ME,2017,EU_FOR,0.0
ME,2017,NAT,3.3
ME,2017,NEU_FOR,5.9
ME,2018,EU_FOR,1.7
ME,2018,NAT,2.7
ME,2018,NEU_FOR,2.7
ME,2019,EU_FOR,0.0
ME,2019,NAT,3.2
ME,2019,NEU_FOR,5.4
ME,2020,EU_FOR,0.0
ME,2020,NAT,2.4
ME,2020,NEU_FOR,3.6
ME,2021,EU_FOR,0.0
ME,2021,NAT,2.1
ME,2021,NEU_FOR,0.9
ME,2022,EU_FOR,0.4
ME,2022,NAT,1.9
ME,2022,NEU_FOR,4.1
ME,2023,EU_FOR,0.5
ME,2023,NAT,1.6
ME,2023,NEU_FOR,5.5
MK,2010,NAT,9.5
MK,2010,NEU_FOR,8.2
MK,2011,NAT,6.4
MK,2011,NEU_FOR,0.0
MK,2012,NAT,5.6
MK,2012,NEU_FOR,4.7
MK,2013,NAT,5.6
MK,2013,NEU_FOR,23.3
MK,2014,NAT,3.2
MK,2014,NEU_FOR,6.6
MK,2015,NAT,2.7
MK,2015,NEU_FOR,6.3
MK,2016,NAT,2.7
MK,2016,NEU_FOR,3.9
MK,2017,NAT,2.3
MK,2017,NEU_FOR,2.7
MK,2018,NAT,3.1
MK,2018,NEU_FOR,3.9
MK,2019,NAT,2.6
MK,2019,NEU_FOR,5.7
MK,2020,NAT,1.7
MK,2020,NEU_FOR,0.6
MK,2021,NAT,1.3
MK,2021,NEU_FOR,0.0
MK,2022,NAT,2.3
MK,2023,NAT,3.3
MK,2023,NEU_FOR,0.0
MK,2024,NAT,2.4
MT,2008,NAT,0.8
MT,2009,EU_FOR,4.4
MT,2009,NAT,1.7
MT,2009,NEU_FOR,0.0
MT,2010,EU_FOR,0.0
MT,2010,NAT,1.4
MT,2010,NEU_FOR,0.4
MT,2011,EU_FOR,2.6
MT,2011,NAT,1.4
MT,2011,NEU_FOR,1.3
MT,2012,EU_FOR,0.0
MT,2012,NAT,1.6
MT,2012,NEU_FOR,0.2
MT,2013,EU_FOR,2.4
MT,2013,NAT,1.0
MT,2013,NEU_FOR,0.5
MT,2014,EU_FOR,3.1
MT,2014,NAT,1.2
MT,2014,NEU_FOR,0.6
MT,2015,EU_FOR,0.0
MT,2015,NAT,1.0
MT,2015,NEU_FOR,2.8
MT,2016,EU_FOR,0.0
MT,2016,NAT,1.3
MT,2016,NEU_FOR,0.6
MT,2017,EU_FOR,2.0
MT,2017,NAT,0.3
MT,2017,NEU_FOR,0.6
MT,2018,EU_FOR,2.3
MT,2018,NAT,0.5
MT,2018,NEU_FOR,0.0
MT,2019,EU_FOR,0.0
MT,2019,NAT,0.3
MT,2019,NEU_FOR,0.2
MT,2020,EU_FOR,0.5
MT,2020,NAT,0.2
MT,2020,NEU_FOR,0.0
MT,2021,EU_FOR,0.0
MT,2021,NAT,0.2
MT,2021,NEU_FOR,0.0
MT,2022,EU_FOR,0.0
MT,2022,NAT,0.2
MT,2022,NEU_FOR,0.0
MT,2023,EU_FOR,0.1
MT,2023,NAT,0.1
MT,2023,NEU_FOR,0.0
MT,2024,EU_FOR,0.1
MT,2024,NAT,0.3
MT,2024,NEU_FOR,0.0
MT,2025,EU_FOR,0.1
MT,2025,NAT,0.1
MT,2025,NEU_FOR,0.5
NL,2008,NAT,0.6
NL,2009,EU_FOR,1.0
NL,2009,NAT,0.6
NL,2009,NEU_FOR,5.8
NL,2010,EU_FOR,7.1
NL,2010,NAT,0.9
NL,2010,NEU_FOR,0.0
NL,2011,EU_FOR,3.0
NL,2011,NAT,1.0
NL,2011,NEU_FOR,0.0
NL,2012,EU_FOR,1.8
NL,2012,NAT,1.0
NL,2012,NEU_FOR,2.8
NL,2013,EU_FOR,0.6
NL,2013,NAT,1.1
NL,2013,NEU_FOR,5.3
NL,2014,EU_FOR,0.1
NL,2014,NAT,1.6
NL,2014,NEU_FOR,1.4
NL,2015,EU_FOR,0.0
NL,2015,NAT,0.4
NL,2015,NEU_FOR,0.0
NL,2016,EU_FOR,2.1
NL,2016,NAT,0.3
NL,2016,NEU_FOR,2.4
NL,2017,EU_FOR,0.0
NL,2017,NAT,0.1
NL,2017,NEU_FOR,0.5
NL,2018,EU_FOR,0.0
NL,2018,NAT,0.2
NL,2018,NEU_FOR,0.0
NL,2019,EU_FOR,0.6
NL,2019,NAT,0.3
NL,2019,NEU_FOR,4.0
NL,2020,EU_FOR,0.8
NL,2020,NAT,0.2
NL,2020,NEU_FOR,2.0
NL,2021,EU_FOR,0.7
NL,2021,NAT,0.2
NL,2021,NEU_FOR,0.9
NL,2022,EU_FOR,1.4
NL,2022,NAT,0.2
NL,2022,NEU_FOR,0.7
NL,2023,EU_FOR,0.3
NL,2023,NAT,0.3
NL,2023,NEU_FOR,3.6
NL,2024,EU_FOR,7.5
NL,2024,NAT,0.3
NL,2024,NEU_FOR,4.2
NL,2025,EU_FOR,4.0
NL,2025,NAT,0.2
NL,2025,NEU_FOR,7.7
NO,2008,NAT,5.7
NO,2009,EU_FOR,6.6
NO,2009,NAT,6.6
NO,2009,NEU_FOR,12.9
NO,2010,EU_FOR,3.1
NO,2010,NAT,5.7
NO,2010,NEU_FOR,12.9
NO,2011,EU_FOR,2.0
NO,2011,NAT,5.4
NO,2011,NEU_FOR,4.9
NO,2012,EU_FOR,3.9
NO,2012,NAT,5.3
NO,2012,NEU_FOR,5.0
NO,2013,EU_FOR,3.7
NO,2013,NAT,5.4
NO,2013,NEU_FOR,11.4
NO,2014,EU_FOR,3.5
NO,2014,NAT,3.3
NO,2014,NEU_FOR,6.5
NO,2015,EU_FOR,3.6
NO,2015,NAT,4.3
NO,2015,NEU_FOR,3.8
NO,2016,EU_FOR,2.2
NO,2016,NAT,3.5
NO,2016,NEU_FOR,9.8
NO,2017,EU_FOR,4.6
NO,2017,NAT,4.3
NO,2017,NEU_FOR,11.5
NO,2018,EU_FOR,5.8
NO,2018,NAT,4.2
NO,2018,NEU_FOR,9.9
NO,2019,EU_FOR,5.6
NO,2019,NAT,5.7
NO,2019,NEU_FOR,10.6
NO,2020,EU_FOR,7.8
NO,2020,NAT,4.6
NO,2020,NEU_FOR,8.0
NO,2021,EU_FOR,2.0
NO,2021,NAT,3.8
NO,2021,NEU_FOR,7.6
NO,2022,EU_FOR,2.2
NO,2022,NAT,5.6
NO,2022,NEU_FOR,4.5
NO,2023,EU_FOR,4.1
NO,2023,NAT,7.8
NO,2023,NEU_FOR,6.9
NO,2024,EU_FOR,6.8
NO,2024,NAT,7.4
NO,2024,NEU_FOR,7.8
NO,2025,EU_FOR,7.8
NO,2025,NAT,7.6
NO,2025,NEU_FOR,10.7
PL,2008,NAT,5.1
PL,2009,NAT,5.1
PL,2009,NEU_FOR,9.2
PL,2010,NAT,5.1
PL,2011,NAT,5.2
PL,2012,NAT,5.1
PL,2012,NEU_FOR,6.9
PL,2013,NAT,4.9
PL,2013,NEU_FOR,21.1
PL,2014,NAT,4.8
PL,2014,NEU_FOR,17.3
PL,2015,NAT,4.2
PL,2015,NEU_FOR,12.7
PL,2016,NAT,3.8
PL,2016,NEU_FOR,0.0
PL,2017,NAT,2.1
PL,2017,NEU_FOR,1.5
PL,2018,NAT,2.1
PL,2018,NEU_FOR,4.3
PL,2019,EU_FOR,3.1
PL,2019,NAT,1.8
PL,2019,NEU_FOR,4.0
PL,2020,NAT,0.8
PL,2020,NEU_FOR,0.0
PL,2021,NAT,1.0
PL,2021,NEU_FOR,0.6
PL,2022,EU_FOR,0.0
PL,2022,NAT,1.0
PL,2022,NEU_FOR,0.5
PL,2023,EU_FOR,1.3
PL,2023,NAT,1.5
PL,2023,NEU_FOR,0.7
PL,2024,EU_FOR,0.0
PL,2024,NAT,1.3
PL,2024,NEU_FOR,1.8
PL,2025,EU_FOR,2.4
PL,2025,NAT,1.2
PL,2025,NEU_FOR,1.0
PT,2008,NAT,7.2
PT,2009,EU_FOR,13.6
PT,2009,NAT,11.8
PT,2009,NEU_FOR,19.2
PT,2010,EU_FOR,7.0
PT,2010,NAT,11.5
PT,2010,NEU_FOR,13.6
PT,2011,EU_FOR,10.3
PT,2011,NAT,9.1
PT,2011,NEU_FOR,9.6
PT,2012,EU_FOR,13.1
PT,2012,NAT,13.7
PT,2012,NEU_FOR,16.9
PT,2013,EU_FOR,18.3
PT,2013,NAT,14.3
PT,2013,NEU_FOR,11.8
PT,2014,EU_FOR,23.9
PT,2014,NAT,15.6
PT,2014,NEU_FOR,20.3
PT,2015,EU_FOR,18.0
PT,2015,NAT,14.5
PT,2015,NEU_FOR,18.1
PT,2016,EU_FOR,13.2
PT,2016,NAT,14.0
PT,2016,NEU_FOR,15.2
PT,2017,EU_FOR,6.2
PT,2017,NAT,11.6
PT,2017,NEU_FOR,12.0
PT,2018,EU_FOR,7.2
PT,2018,NAT,10.9
PT,2018,NEU_FOR,9.0
PT,2019,EU_FOR,5.0
PT,2019,NAT,9.9
PT,2019,NEU_FOR,8.1
PT,2020,EU_FOR,6.4
PT,2020,NAT,8.1
PT,2020,NEU_FOR,12.2
PT,2021,EU_FOR,12.9
PT,2021,NAT,9.0
PT,2021,NEU_FOR,6.1
PT,2022,EU_FOR,3.3
PT,2022,NAT,8.1
PT,2022,NEU_FOR,10.4
PT,2023,EU_FOR,11.4
PT,2023,NAT,8.7
PT,2023,NEU_FOR,8.2
PT,2024,EU_FOR,4.4
PT,2024,NAT,7.5
PT,2024,NEU_FOR,9.1
PT,2025,EU_FOR,4.1
PT,2025,NAT,7.8
PT,2025,NEU_FOR,11.4
RO,2008,NAT,11.9
RO,2009,NAT,12.3
RO,2010,NAT,11.4
RO,2011,NAT,12.4
RO,2012,NAT,10.9
RO,2013,NAT,11.0
RO,2014,NAT,9.9
RO,2015,NAT,8.6
RO,2016,NAT,6.5
RO,2017,NAT,5.4
RO,2018,NAT,5.0
RO,2019,NAT,5.0
RO,2020,NAT,4.8
RO,2021,NAT,4.2
RO,2022,NAT,5.2
RO,2023,NAT,6.3
RO,2024,NAT,3.8
RO,2024,NEU_FOR,5.6
RO,2025,NAT,4.1
RO,2025,NEU_FOR,0.0
RS,2013,NEU_FOR,12.1
RS,2014,EU_FOR,8.7
RS,2014,NAT,9.8
RS,2014,NEU_FOR,11.3
RS,2015,EU_FOR,6.6
RS,2015,NAT,8.6
RS,2015,NEU_FOR,16.7
RS,2016,EU_FOR,9.6
RS,2016,NAT,8.9
RS,2016,NEU_FOR,10.2
RS,2017,EU_FOR,8.0
RS,2017,NAT,7.9
RS,2017,NEU_FOR,11.2
RS,2018,EU_FOR,8.5
RS,2018,NAT,8.0
RS,2018,NEU_FOR,12.4
RS,2019,EU_FOR,4.8
RS,2019,NAT,6.6
RS,2019,NEU_FOR,2.1
RS,2020,EU_FOR,5.2
RS,2020,NAT,3.6
RS,2020,NEU_FOR,0.0
RS,2021,EU_FOR,3.2
RS,2021,NAT,3.7
RS,2021,NEU_FOR,0.0
RS,2022,EU_FOR,0.0
RS,2022,NAT,2.2
RS,2023,EU_FOR,10.8
RS,2023,NAT,5.2
RS,2023,NEU_FOR,0.0
RS,2024,EU_FOR,5.3
RS,2024,NAT,5.6
RS,2025,EU_FOR,0.0
RS,2025,NAT,2.5
RS,2025,NEU_FOR,0.0
SE,2008,NAT,6.6
SE,2009,EU_FOR,8.2
SE,2009,NAT,6.1
SE,2009,NEU_FOR,10.8
SE,2010,EU_FOR,7.5
SE,2010,NAT,5.0
SE,2010,NEU_FOR,4.7
SE,2011,EU_FOR,4.9
SE,2011,NAT,5.5
SE,2011,NEU_FOR,4.2
SE,2012,EU_FOR,6.2
SE,2012,NAT,4.7
SE,2012,NEU_FOR,13.0
SE,2013,EU_FOR,3.9
SE,2013,NAT,5.5
SE,2013,NEU_FOR,12.9
SE,2014,EU_FOR,4.8
SE,2014,NAT,4.1
SE,2014,NEU_FOR,17.5
SE,2015,EU_FOR,3.9
SE,2015,NAT,3.5
SE,2015,NEU_FOR,11.8
SE,2016,EU_FOR,5.7
SE,2016,NAT,3.2
SE,2016,NEU_FOR,11.0
SE,2017,EU_FOR,3.8
SE,2017,NAT,1.6
SE,2017,NEU_FOR,4.5
SE,2018,EU_FOR,7.5
SE,2018,NAT,1.5
SE,2018,NEU_FOR,4.3
SE,2019,EU_FOR,1.6
SE,2019,NAT,1.4
SE,2019,NEU_FOR,4.8
SE,2020,EU_FOR,3.4
SE,2020,NAT,1.2
SE,2020,NEU_FOR,8.9
SE,2021,EU_FOR,1.0
SE,2021,NAT,1.6
SE,2021,NEU_FOR,4.8
SE,2022,EU_FOR,4.5
SE,2022,NAT,2.1
SE,2022,NEU_FOR,3.9
SE,2023,EU_FOR,2.8
SE,2023,NAT,2.4
SE,2023,NEU_FOR,6.3
SE,2024,EU_FOR,1.3
SE,2024,NAT,2.4
SE,2024,NEU_FOR,6.9
SE,2025,EU_FOR,4.2
SE,2025,NAT,2.5
SE,2025,NEU_FOR,4.0
SI,2008,NAT,0.5
SI,2009,NAT,0.5
SI,2009,NEU_FOR,3.7
SI,2010,EU_FOR,15.9
SI,2010,NAT,0.8
SI,2010,NEU_FOR,1.8
SI,2011,EU_FOR,2.9
SI,2011,NAT,0.8
SI,2011,NEU_FOR,1.0
SI,2012,EU_FOR,0.0
SI,2012,NAT,0.8
SI,2012,NEU_FOR,0.9
SI,2013,EU_FOR,0.0
SI,2013,NAT,0.6
SI,2013,NEU_FOR,2.7
SI,2014,EU_FOR,0.0
SI,2014,NAT,0.7
SI,2014,NEU_FOR,1.4
SI,2015,EU_FOR,0.0
SI,2015,NAT,0.5
SI,2015,NEU_FOR,1.8
SI,2016,EU_FOR,3.9
SI,2016,NAT,0.7
SI,2016,NEU_FOR,0.2
SI,2017,EU_FOR,12.4
SI,2017,NAT,3.7
SI,2017,NEU_FOR,4.6
SI,2018,EU_FOR,1.2
SI,2018,NAT,3.5
SI,2018,NEU_FOR,6.0
SI,2019,EU_FOR,1.5
SI,2019,NAT,3.8
SI,2019,NEU_FOR,2.9
SI,2020,EU_FOR,5.1
SI,2020,NAT,3.0
SI,2020,NEU_FOR,4.7
SI,2021,EU_FOR,8.4
SI,2021,NAT,6.2
SI,2021,NEU_FOR,3.6
SI,2022,EU_FOR,6.3
SI,2022,NAT,3.7
SI,2022,NEU_FOR,3.3
SI,2023,EU_FOR,0.0
SI,2023,NAT,3.8
SI,2023,NEU_FOR,8.2
SI,2024,EU_FOR,11.1
SI,2024,NAT,3.8
SI,2024,NEU_FOR,4.5
SI,2025,EU_FOR,0.0
SI,2025,NAT,4.0
SI,2025,NEU_FOR,3.4
SK,2008,NAT,1.5
SK,2009,EU_FOR,2.9
SK,2009,NAT,1.6
SK,2010,EU_FOR,0.0
SK,2010,NAT,1.9
SK,2011,EU_FOR,0.0
SK,2011,NAT,1.9
SK,2012,EU_FOR,2.8
SK,2012,NAT,2.1
SK,2013,EU_FOR,2.7
SK,2013,NAT,2.3
SK,2014,EU_FOR,5.5
SK,2014,NAT,2.4
SK,2015,EU_FOR,3.7
SK,2015,NAT,2.7
SK,2016,EU_FOR,0.0
SK,2016,NAT,2.3
SK,2017,EU_FOR,0.0
SK,2017,NAT,1.9
SK,2018,EU_FOR,0.0
SK,2018,NAT,2.4
SK,2019,EU_FOR,0.0
SK,2019,NAT,2.1
SK,2020,EU_FOR,0.9
SK,2020,NAT,2.8
SK,2021,EU_FOR,0.0
SK,2021,NAT,2.0
SK,2022,EU_FOR,3.1
SK,2022,NAT,2.1
SK,2023,EU_FOR,0.0
SK,2023,NAT,2.3
SK,2024,EU_FOR,0.0
SK,2024,NAT,1.4
SK,2025,EU_FOR,0.0
SK,2025,NAT,1.0
SK,2025,NEU_FOR,0.0
TR,2008,NAT,10.2
TR,2009,EU_FOR,0.0
TR,2009,NAT,10.4
TR,2010,EU_FOR,11.8
TR,2010,NAT,11.7
TR,2010,NEU_FOR,1.9
TR,2011,NAT,8.7
TR,2011,NEU_FOR,6.9
TR,2012,EU_FOR,2.7
TR,2012,NAT,7.6
TR,2012,NEU_FOR,0.0
TR,2013,EU_FOR,3.7
TR,2013,NAT,7.5
TR,2013,NEU_FOR,1.3
TR,2014,EU_FOR,5.3
TR,2014,NAT,6.3
TR,2014,NEU_FOR,6.0
TR,2015,EU_FOR,6.8
TR,2015,NAT,5.9
TR,2015,NEU_FOR,12.4
TR,2016,EU_FOR,3.9
TR,2016,NAT,3.5
TR,2016,NEU_FOR,1.3
TR,2017,EU_FOR,0.0
TR,2017,NAT,2.4
TR,2017,NEU_FOR,6.9
TR,2018,NAT,2.7
TR,2018,NEU_FOR,6.0
TR,2019,NAT,3.1
TR,2019,NEU_FOR,4.6
TR,2020,NAT,2.0
TR,2020,NEU_FOR,2.6
TR,2021,NAT,2.9
TR,2021,NEU_FOR,2.1
TR,2022,EU_FOR,0.0
TR,2022,NAT,1.8
TR,2022,NEU_FOR,4.4
TR,2023,EU_FOR,0.0
TR,2023,NAT,1.4
TR,2023,NEU_FOR,4.0
TR,2024,EU_FOR,0.0
TR,2024,NAT,1.5
TR,2024,NEU_FOR,2.1
TR,2025,EU_FOR,0.0
TR,2025,NAT,0.8
TR,2025,NEU_FOR,1.0
UK,2008,NAT,3.1
UK,2009,EU_FOR,4.4
UK,2009,NAT,2.7
UK,2009,NEU_FOR,4.2
UK,2010,EU_FOR,2.6
UK,2010,NAT,1.9
UK,2010,NEU_FOR,2.1
UK,2011,EU_FOR,4.3
UK,2011,NAT,1.5
UK,2011,NEU_FOR,0.9
UK,2012,EU_FOR,2.1
UK,2012,NAT,2.7
UK,2012,NEU_FOR,1.6
UK,2013,EU_FOR,2.3
UK,2013,NAT,2.9
UK,2013,NEU_FOR,2.5
UK,2014,EU_FOR,2.9
UK,2014,NAT,2.9
UK,2014,NEU_FOR,4.2
UK,2015,EU_FOR,5.2
UK,2015,NAT,2.9
UK,2015,NEU_FOR,2.6
UK,2016,EU_FOR,1.6
UK,2016,NAT,1.7
UK,2016,NEU_FOR,1.7
UK,2017,EU_FOR,5.5
UK,2017,NAT,2.7
UK,2017,NEU_FOR,6.4
UK,2018,EU_FOR,3.1
UK,2018,NAT,2.4
UK,2018,NEU_FOR,4.3
XK,2018,EU_FOR,3.8
XK,2018,NAT,7.3
XK,2018,NEU_FOR,3.2
