geo,year,unmet_need_pc,status,gdp_per_capita_eur,unemployment_rate_pc,poverty_or_social_exclusion_pc,government_health_expenditure_gdp_pc,compulsory_health_financing_gdp_pc,physicians_per_100k,hospital_beds_per_100k,oop_health_expenditure_share_pc,gini_income,long_term_unemployment_rate_pc,log_gdp_per_capita,log_oop_health_expenditure_share,gdp_per_capita_eur_lag1,unemployment_rate_pc_lag1,poverty_or_social_exclusion_pc_lag1,physicians_per_100k_lag1,gdp_per_capita_growth,unemployment_rate_change,population_total,population_status,population_weight_year_norm
RS,2021,5.5,,8180.0,11.2,28.9,,6.12,302.93,576.57,32.93,33.3,5.0,9.009447429596792,3.524299578796138,7110.0,9.8,31.0,287.82,0.150492264416315,1.3999999999999986,6871547.0,,0.012362575370421937
RS,2022,3.3,,9530.0,9.6,29.0,,5.85,313.25,584.02,30.8,32.6,3.9,9.162199996648248,3.459466289786131,8180.0,11.2,28.9,302.93,0.1650366748166259,-1.5999999999999996,6797105.0,,0.012205484629812463
RS,2023,5.0,,11350.0,9.5,27.2,,5.34,328.78,602.47,32.14,31.7,3.8,9.336973022909548,3.500741011998417,9530.0,9.6,29.0,313.25,0.1909758656873032,-0.0999999999999996,6641197.0,b,0.011877739637153956
RS,2024,6.8,,12640.0,8.6,24.3,,,,,,31.9,3.4,9.444621667700847,,11350.0,9.5,27.2,328.78,0.1136563876651982,-0.9000000000000004,6605168.0,,0.011841333076816484
RS,2025,2.8,,13540.0,8.7,23.2,,,,,,32.0,3.5,9.513403546466266,,12640.0,8.6,24.3,,0.0712025316455696,0.0999999999999996,6567783.0,,0.01197464701145982
SE,2008,2.6,,38270.0,6.3,,6.7,6.77,331.77,252.8,16.47,,0.8,10.552421578419748,2.860485124145965,,,,,,,9182927.0,,0.015844479512043437
SE,2009,2.1,,33670.0,8.5,,7.2,7.23,340.81,251.15,16.56,,1.1,10.42436251215512,2.8656235882069705,38270.0,6.3,,331.77,-0.1201985889730859,2.2,9256347.0,,0.015889687310212494
SE,2010,1.9,,39710.0,8.7,,6.9,6.85,349.07,249.91,16.51,,1.5,10.589358324125298,2.8627721462977607,33670.0,8.5,,340.81,0.1793881793881794,0.1999999999999993,9340682.0,,0.015798288246833648
SE,2011,1.5,,43420.0,7.9,,6.9,8.88,359.16,249.43,14.52,,1.4,10.678675443432285,2.7421295147550726,39710.0,8.7,,349.07,0.0934273482749937,-0.7999999999999989,9415570.0,,0.015892925618097832
SE,2012,1.5,,44960.0,8.1,,7.0,9.13,369.18,247.21,14.8,,1.4,10.713528484567572,2.760009940032921,43420.0,7.9,,359.16,0.0354675264854905,0.1999999999999993,9482855.0,,0.01594277579366043
SE,2013,2.1,,45820.0,8.1,,7.1,9.23,379.43,243.34,14.93,,1.4,10.732475956007487,2.768204123921957,44960.0,8.1,,369.18,0.0191281138790035,0.0,9555893.0,,0.015841846351593705
SE,2014,1.7,,44930.0,8.0,,7.1,9.3,389.43,240.53,14.94,26.9,1.3,10.712861002064203,2.768831673362069,45820.0,8.1,,379.43,-0.0194238323876036,-0.0999999999999996,9644864.0,,0.01589822253865708
SE,2015,1.3,,46160.0,7.5,18.2,7.0,9.16,399.82,233.67,15.03,26.7,1.3,10.739868901181982,2.7744619666214616,44930.0,8.0,,389.43,0.0273759180948141,-0.5,9747355.0,,0.016006276018303393
SE,2016,1.6,,46790.0,7.1,17.7,7.1,9.23,410.59,226.87,14.63,27.6,1.2,10.753424783860265,2.749192144433385,46160.0,7.5,18.2,399.82,0.0136481802426343,-0.4000000000000003,9851017.0,,0.01610383919375731
SE,2017,1.4,,47210.0,6.8,17.2,7.1,9.27,419.74,217.46,14.24,28.0,1.1,10.762361013540332,2.7239235502585,46790.0,7.1,17.7,410.59,0.0089762769822611,-0.2999999999999998,9995153.0,,0.016202275020711684
SE,2018,1.5,,45770.0,6.5,17.7,7.2,9.4,429.88,212.18,14.22,27.0,0.9,10.731384133647689,2.72261035243354,47210.0,6.8,17.2,419.74,-0.0305020122855327,-0.2999999999999998,10120242.0,,0.016301731888247708
SE,2019,1.4,,46110.0,6.9,18.4,7.2,9.3,428.79,207.03,13.92,27.6,0.8,10.738785125200751,2.702702594775615,45770.0,6.5,17.7,429.88,0.0074284465807297,0.4000000000000003,10230185.0,,0.018379273106641635
SE,2020,1.5,,46180.0,8.5,17.7,7.5,9.85,432.21,204.61,12.92,26.9,1.0,10.740302082908489,2.633326654906273,46110.0,6.9,18.4,428.79,0.0015181088700932,1.5999999999999996,10327589.0,,0.02076957653679057
SE,2021,1.3,,51260.0,8.9,17.2,7.5,9.72,440.83,200.23,13.09,26.8,1.8,10.844665999918062,2.645465325910589,46180.0,8.5,17.7,432.21,0.1100043308791684,0.4000000000000003,10379295.0,,0.018673352118430325
SE,2022,1.8,,51980.0,7.5,18.6,7.2,9.4,447.39,189.96,13.13,27.6,1.9,10.85861430819548,2.6483001966964363,51260.0,8.9,17.2,440.83,0.0140460397971127,-1.4000000000000004,10452326.0,,0.018769123669384123
SE,2023,2.1,,50490.0,7.7,18.4,7.4,9.71,,187.41,12.96,29.5,1.6,10.829530575852962,2.6361960973342264,51980.0,7.5,18.6,447.39,-0.0286648711042708,0.2000000000000001,10521556.0,,0.01881773763761789
SE,2024,2.2,,52590.0,8.4,17.5,7.4,9.7,,,13.38,27.6,1.7,10.87028126658339,2.665838352292901,50490.0,7.7,18.4,,0.041592394533571,0.7000000000000002,10551707.0,,0.018916441961200084
SE,2025,2.1,,55620.0,8.8,18.6,,,,,,28.6,1.8,10.926298127787955,,52590.0,8.4,17.5,,0.0576155162578436,0.4000000000000003,10587710.0,,0.019303940143835942
SI,2008,0.2,,18670.0,,,6.2,,233.26,460.66,,,,9.834673236535767,,,,,,,,2010269.0,b,0.003468574451718504
SI,2009,0.2,,17550.0,5.9,,7.0,,236.19,451.2,,,1.8,9.772809228894012,,18670.0,,,233.26,-0.0599892876272094,,2032362.0,,0.0034888057547062664
SI,2010,0.1,,17600.0,7.3,,6.9,,239.27,450.14,,,3.2,9.775654181026242,,17550.0,5.9,,236.19,0.0028490028490028,1.3999999999999997,2046976.0,,0.0034621365851391314
SI,2011,0.1,,17920.0,8.2,,7.0,,246.09,456.2,,,3.7,9.793672686528922,,17600.0,7.3,,239.27,0.0181818181818181,0.8999999999999995,2050189.0,,0.0034605978480370682
SI,2012,0.1,,17470.0,8.9,,7.0,,251.24,449.28,,,4.3,9.768240403128102,,17920.0,8.2,,246.09,-0.0251116071428571,0.7000000000000011,2055496.0,,0.0034557432200287607
SI,2013,0.0,n,17500.0,10.1,,6.9,,260.27,450.62,,,5.2,9.769956159911606,,17470.0,8.9,,251.24,0.001717229536348,1.1999999999999993,2058821.0,,0.0034131321842379883
SI,2014,0.2,,18080.0,9.7,,6.5,6.11,274.5,449.61,12.98,25.0,5.3,9.802561633946167,2.637627736805664,17500.0,10.1,,260.27,0.0331428571428571,-0.4000000000000003,2061085.0,,0.0033974131725536027
SI,2015,0.2,,18660.0,9.0,17.7,6.7,6.17,280.17,447.64,12.47,24.5,4.7,9.834137474401334,2.6004649904222727,18080.0,9.7,,274.5,0.0320796460176991,-0.6999999999999993,2062874.0,,0.003387475949627524
SI,2016,0.4,,19380.0,8.0,16.9,6.8,6.23,299.1,445.29,11.98,24.4,4.3,9.871996885444757,2.563409711275944,18660.0,9.0,17.7,280.17,0.0385852090032154,-1.0,2064188.0,,0.003374408106054788
SI,2017,3.5,,20630.0,6.6,16.6,6.6,5.96,307.94,446.63,12.32,23.7,3.1,9.934501606065297,2.589266665112243,19380.0,8.0,16.9,299.1,0.0644994840041279,-1.4000000000000004,2065895.0,,0.0033488430796320143
SI,2018,3.3,,21940.0,5.1,15.4,6.6,6.08,316.74,441.3,11.98,23.4,2.2,9.99606673382922,2.563409711275944,20630.0,6.6,16.6,307.94,0.0634997576345128,-1.5,2066880.0,,0.0033293397139299062
SI,2019,2.9,,23050.0,4.4,13.7,6.7,6.23,326.19,443.21,11.66,23.9,1.9,10.045421048424794,2.5384474167160302,21940.0,5.1,15.4,316.74,0.0505925250683682,-0.6999999999999993,2080908.0,,0.0037385029148344264
SI,2020,2.7,,22230.0,5.0,14.3,8.0,6.94,330.29,427.79,12.47,23.5,1.9,10.009198006958242,2.6004649904222727,23050.0,4.4,13.7,326.19,-0.0355748373101952,0.5999999999999996,2095861.0,,0.004214937818495142
SI,2021,4.8,,24690.0,4.8,13.2,8.3,7.03,334.38,424.94,12.88,23.0,1.9,10.114153582339226,2.6304489550786583,22230.0,5.0,14.3,330.29,0.1106612685560054,-0.2000000000000001,2108977.0,,0.00379425289778071
SI,2022,3.7,,26970.0,4.0,13.3,7.7,7.12,337.01,412.11,12.43,23.1,1.6,10.202480416133776,2.5974910105351463,24690.0,4.8,13.2,334.38,0.0923450789793438,-0.7999999999999998,2107180.0,,0.0037838393113315484
SI,2023,3.8,,30200.0,3.7,13.7,7.3,6.83,350.4,404.77,12.39,23.4,1.4,10.31559720336296,2.594508159703081,26970.0,4.0,13.3,337.01,0.1197626992955135,-0.2999999999999998,2116972.0,,0.003786191289784821
SI,2024,3.4,,31700.0,3.7,14.4,8.0,8.53,,,11.74,23.8,1.1,10.364071959865372,2.544746650144017,30200.0,3.7,13.7,350.4,0.0496688741721854,0.0,2123949.0,,0.0038076832485065175
SI,2025,3.2,,33060.0,3.9,15.5,,,,,,24.6,1.1,10.406079371375014,,31700.0,3.7,14.4,,0.0429022082018927,0.1999999999999997,2130850.0,,0.0038850517114175603
SK,2008,1.3,,12220.0,,,,,,650.45,,,,9.410829232725586,,,,,,,,5376064.0,,0.009276011439863813
SK,2009,1.7,,11820.0,12.0,,,,,646.7,,,7.6,9.377548290960087,,12220.0,,,,-0.0327332242225859,,5382401.0,,0.009239570304373317
SK,2010,1.7,,12660.0,14.3,,7.6,,,639.4,,,10.7,9.446202695698169,,11820.0,12.0,,,0.0710659898477157,2.3000000000000007,5390410.0,,0.009117027102369458
SK,2011,2.2,,13270.0,13.5,,7.2,,,599.27,,,10.7,9.493261127326251,,12660.0,14.3,,,0.0481832543443917,-0.8000000000000007,5392446.0,,0.009102130107641831
SK,2012,2.2,,13640.0,13.9,,7.1,5.43,,586.43,23.23,,10.9,9.520761931397454,3.1875915348284343,13270.0,13.5,,,0.0278824415975885,0.4000000000000003,5404322.0,,0.00908586010887507
SK,2013,1.9,,13790.0,14.1,,5.1,5.55,,576.4,23.32,,11.6,9.531698970787348,3.1912990570979662,13640.0,13.9,,,0.0109970674486803,0.1999999999999993,5410836.0,,0.008970133146705585
SK,2014,2.1,,14130.0,13.1,,5.7,5.51,,575.15,18.01,26.1,10.7,9.556055475678573,2.944965156500338,13790.0,14.1,,,0.024655547498187,-1.0,5415949.0,,0.00892744184469758
SK,2015,2.1,,14820.0,11.5,17.3,5.5,5.37,,571.92,18.44,23.7,8.8,9.603732898850078,2.967332799032293,14130.0,13.1,,,0.048832271762208,-1.5999999999999996,5421349.0,,0.00890247749112996
SK,2016,2.3,,15030.0,9.6,17.1,5.7,5.58,,576.32,18.19,24.3,6.8,9.61780348274702,2.9543893100196086,14820.0,11.5,17.3,,0.0141700404858299,-1.9000000000000004,5426252.0,,0.008870504398967539
SK,2017,2.4,,15620.0,8.1,15.8,5.6,5.38,,580.85,18.71,23.2,5.9,9.656307423393676,2.9811261211646287,15030.0,9.6,17.1,,0.0392548236859614,-1.5,5435343.0,,0.008810762788513605
SK,2018,2.6,,16580.0,6.5,15.2,5.4,5.32,,569.24,18.91,20.9,4.7,9.715952428689286,2.991222118076105,15620.0,8.1,15.8,,0.0614596670934699,-1.5999999999999996,5443120.0,,0.008767802477011801
SK,2019,2.7,,17340.0,5.7,14.8,5.8,5.51,,576.11,19.16,22.8,3.9,9.760771250334534,3.003700443203168,16580.0,6.5,15.2,,0.04583835946924,-0.7999999999999998,5450421.0,,0.009792078648154926
SK,2020,3.2,,17270.0,6.7,13.8,6.4,5.67,,568.18,18.75,20.9,3.7,9.756726171140723,2.9831534913471307,17340.0,5.7,14.8,,-0.0040369088811995,1.0,5457873.0,,0.010976202771196914
SK,2021,2.9,,18730.0,6.8,15.6,6.5,6.09,,567.46,19.4,21.8,3.9,9.837881795438134,3.0155349008501706,17270.0,6.7,13.8,,0.0845396641574985,0.0999999999999996,5459781.0,,0.00982267226266482
SK,2022,2.8,,20150.0,6.1,16.5,6.9,6.16,,569.13,19.26,21.2,4.1,9.91095956737483,3.0086484988205373,18730.0,6.8,15.6,,0.0758142018152696,-0.7000000000000002,5434712.0,,0.009759050917038556
SK,2023,3.2,,22640.0,5.8,17.6,6.6,5.82,,566.05,20.15,21.6,3.8,10.02747353231712,3.0516399054922867,20150.0,6.1,16.5,,0.1235732009925558,-0.2999999999999998,5428792.0,,0.00970936081556748
SK,2024,1.6,,23850.0,5.3,18.3,6.9,,,,,21.7,3.5,10.079539496316489,,22640.0,5.8,17.6,,0.0534452296819788,-0.5,5424687.0,,0.009725040393291494
SK,2025,1.1,,25060.0,5.4,16.7,,,,,,23.0,3.4,10.12902822845006,,23850.0,5.3,18.3,,0.050733752620545,0.1000000000000005,5419451.0,,0.009880961767601478
TR,2008,13.2,,7450.0,,,,,,223.38,,,,8.915969311373605,,,,,,,,70586256.0,,0.12179150362665989
TR,2009,14.9,,6500.0,12.6,,,,,230.04,,,2.9,8.779557455883728,,7450.0,,,,-0.1275167785234899,,71517100.0,,0.12276812400542007
TR,2010,16.4,,8050.0,10.7,,,,,244.18,,,2.8,8.99342737041261,,6500.0,12.6,,,0.2384615384615384,-1.9000000000000004,72561312.0,,0.1227259982241585
TR,2011,12.2,,8150.0,8.8,,,,,237.19,,,2.1,9.005773206234908,,8050.0,10.7,,,0.0124223602484472,-1.8999999999999984,73722988.0,,0.12444004607558748
TR,2012,10.4,,9140.0,8.2,,,,,243.98,,,1.8,9.120415664448196,,8150.0,8.8,,,0.1214723926380368,-0.6000000000000014,74724269.0,,0.12562801677471291
TR,2013,10.5,,9480.0,8.8,,,,,246.37,,,1.9,9.156939595249067,,9140.0,8.2,,,0.037199124726477,0.6000000000000014,75627384.0,,0.12537576522685803
TR,2014,9.2,,9090.0,9.9,,,,,252.23,,41.2,2.0,9.114930187171524,,9480.0,8.8,,,-0.0411392405063291,1.0999999999999996,76667864.0,,0.12637635568894448
TR,2015,6.8,,9700.0,10.3,26.7,,,,255.66,,41.9,2.2,9.179881164491476,,9090.0,9.9,,,0.0671067106710671,0.4000000000000003,77695904.0,,0.1275855947501248
TR,2016,3.8,,9600.0,10.9,26.6,,,,265.56,,42.6,2.2,9.169518377455928,,9700.0,10.3,26.7,,-0.0103092783505154,0.5999999999999996,78741053.0,,0.1287210503706492
TR,2017,2.6,,9170.0,10.9,32.3,,,,275.43,,43.0,2.4,9.123692565250511,,9600.0,10.9,26.6,,-0.0447916666666666,0.0,79814871.0,,0.12938096001978414
TR,2018,2.9,,7850.0,10.9,32.4,,,,282.81,,43.0,2.4,8.968268810776454,,9170.0,10.9,32.3,,-0.143947655398037,0.0,80810525.0,,0.1301699615778495
TR,2019,3.0,,8030.0,13.7,33.1,,,,287.61,,41.7,3.2,8.990939806940807,,7850.0,10.9,32.4,,0.0229299363057324,2.799999999999999,82003882.0,,0.14732595188482064
TR,2020,1.9,,7340.0,13.2,34.1,,,,301.23,,43.4,3.3,8.901094121608562,,8030.0,13.7,33.1,,-0.0859277708592777,-0.5,83154997.0,,0.16723110056065266
TR,2021,2.3,,8050.0,12.0,34.0,,,,302.44,,42.5,3.7,8.99342737041261,,7340.0,13.2,34.1,,0.0967302452316076,-1.1999999999999993,83614362.0,,0.15043029644921935
TR,2022,1.7,,9930.0,10.5,32.8,,,,308.53,,45.3,2.5,9.20331575703922,,8050.0,12.0,34.0,,0.2335403726708074,-1.5,84680273.0,,0.15205940919697772
TR,2023,1.2,,11860.0,9.4,30.7,,,,312.44,,44.2,2.0,9.380926672551716,,9930.0,10.5,32.8,,0.1943605236656596,-1.0999999999999996,85279553.0,,0.15252195152573722
TR,2024,1.2,,14140.0,8.8,30.4,,,,,,44.8,1.7,9.556762939450564,,11860.0,9.4,30.7,,0.1922428330522765,-0.5999999999999996,85372377.0,,0.15305027088130793
TR,2025,0.7,,,8.4,29.8,,,,,,43.9,1.5,,,14140.0,8.8,30.4,,,-0.4000000000000003,85664944.0,,0.15618778294844285
UK,2008,1.0,,32280.0,,,,,,,,,,10.382203122383885,,,,,,,,61571647.0,,0.10623744470736517
UK,2009,1.2,,27920.0,,,,,,,,,,10.237098556876308,,32280.0,,,,-0.1350681536555142,,62042343.0,,0.10650350837786775
UK,2010,1.0,,29830.0,,,,,,,,,,10.303269877508797,,27920.0,,,,0.0684097421203438,,62510197.0,,0.10572612477037072
UK,2011,1.2,,30230.0,,,,,,,,,,10.316590087773504,,29830.0,,,,0.0134093194770365,,63022532.0,,0.10637830883740342
UK,2012,1.4,,33140.0,,,,,,,,,,10.408496290980557,,30230.0,,,,0.0962619913992722,,63495088.0,,0.10674928088457945
UK,2013,1.6,,32700.0,,,,7.91,,,15.18,,,10.395130356885344,2.7837759116303458,33140.0,,,,-0.0132770066385033,,63905342.0,,0.10594285735619349
UK,2014,2.1,,35780.0,,,,7.91,,,15.16,31.6,,10.48514435706271,2.782539053092949,32700.0,,,,0.0941896024464831,,64351203.0,,0.10607404582628611
UK,2015,2.8,,40620.0,,23.1,,7.86,,,15.23,32.4,,10.612015835134375,2.7868613815265,35780.0,,,,0.1352711011738401,,64853393.0,,0.10649671722036441
UK,2016,1.0,,37080.0,,21.9,,7.86,,,15.37,31.5,,10.520833019679792,2.7954503913830435,40620.0,,23.1,,-0.087149187592319,,65379044.0,,0.10687765651176766
UK,2017,3.3,b,35730.0,,21.8,,7.74,,,15.72,33.1,,10.483745951017456,2.816605607656556,37080.0,,21.9,,-0.0364077669902912,,65844142.0,,0.1067342237969537
UK,2018,4.5,,36440.0,,22.8,,7.77,,,15.88,33.5,,10.503422351373894,2.826129489167811,35730.0,,21.8,,0.0198712566470752,,66273576.0,,0.10675377794596295
XK,2018,10.0,,,,,,,,,,46.6,,,,,,,,,,1798506.0,,0.0028970416528977107
XK,2019,5.2,,,,,,,,,,,,,,,,,,,,1795666.0,,0.0032260448684271843
